ReportId,Profit,Sales,Margin,COGS,Marketing,Inventory,Expected Profit,Expected Sales,Expected Margin,Expected COGS,Total Expenses
OH160SH,36.0,180.0,,112.0,18.0,754.0,29.0,145.0,67.59,47.0,130.0
QH512RK,54.0,123.0,52.03,59.0,40.0,555.0,13.64,31.0,9.68,28.0,
TQ490U8,56.0,148.0,58.78,61.0,,1134.0,28.88,76.0,14.47,65.0,120.0
AT148RD,179.0,164.0,46.34,88.0,34.0,,116.63000000000001,,53.27,50.0,122.0
QG673C0,263.0,465.0,49.68,234.0,74.0,,200.07,351.0,,186.0,308.0
WU1631C,-31.0,94.0,6.38,88.0,29.0,1115.0,-34.32,104.0,12.5,,117.0
SL124TF,1.0,118.0,71.19,34.0,25.0,572.0,0.25,25.0,0.0,38.0,59.0
VY358AH,-44.0,120.0,82.5,21.0,11.0,711.0,-62.16,168.0,76.79,39.0,32.0
GS13061,36.0,180.0,37.78,112.0,18.0,754.0,29.0,145.0,67.59,47.0,130.0
IT2487I,5.0,145.0,44.83,80.0,20.0,1247.0,3.36,112.0,18.75,91.0,100.0
XW693YL,-8.0,214.0,,94.0,22.0,,-6.16,154.0,38.31,,116.0
NA080M6,-208.0,34.0,0.0,146.0,123.0,2409.0,-214.20000000000002,35.0,0.0,119.0,269.0
ZV824AV,127.0,477.0,49.06,243.0,60.0,1392.0,93.15,345.0,59.13,141.0,303.0
KS224ND,40.0,341.0,71.85,96.0,30.0,553.0,29.52,246.0,63.41,90.0,126.0
TF882VS,288.0,683.0,58.71,282.0,95.0,1837.0,207.9,495.0,50.1,247.0,377.0
LA26851,90.0,82.0,82.93,14.0,,-39.0,0.0,0.0,,67.0,27.0
KV655IY,56.0,319.0,52.66,151.0,107.0,851.0,64.62,359.0,74.37,92.0,258.0
DN749KP,96.0,189.0,47.09,100.0,1.0,415.0,99.96000000000001,,78.06,43.0,101.0
TV240R1,14.0,0.0,,28.0,10.0,1037.0,,0.0,,34.0,38.0
YY071QD,90.0,322.0,53.11,151.0,47.0,885.0,97.44000000000001,348.0,62.07,132.0,198.0
GF606HO,188.0,339.0,50.44,168.0,37.0,1886.0,192.50000000000003,350.0,52.86,165.0,205.0
BQ31856,-5.0,147.0,59.86,,45.0,221.0,-2.46,82.0,34.15,54.0,104.0
ON091BE,314.0,470.0,49.57,,72.0,,335.67,501.0,55.49,223.0,309.0
VY073SS,157.0,390.0,61.28,151.0,41.0,32.0,157.20000000000002,393.0,63.1,145.0,192.0
OH627V9,96.0,,,45.0,7.0,,132.09,111.0,66.67,37.0,52.0
UX2609U,-236.0,139.0,,230.0,69.0,2643.0,-171.7,101.0,0.0,202.0,299.0
YG849WS,-8.0,214.0,56.07,94.0,22.0,-876.0,-6.16,154.0,38.31,95.0,116.0
ZV468TQ,246.0,685.0,63.8,248.0,90.0,2010.0,246.23999999999998,684.0,65.06,239.0,338.0
FM3169Z,245.0,493.0,56.59,214.0,78.0,1038.0,282.0,564.0,66.49,189.0,292.0
BW3685D,87.0,197.0,67.51,64.0,20.0,,79.2,180.0,65.56,62.0,84.0
VZ6255P,96.0,189.0,47.09,100.0,1.0,415.0,99.96000000000001,196.0,78.06,43.0,101.0
KE039QR,380.0,,60.0,,93.0,2641.0,440.21999999999997,759.0,59.03,311.0,355.0
SO756CV,,114.0,95.61,5.0,1.0,,11.440000000000001,88.0,92.05,7.0,6.0
AR547ZG,,94.0,6.38,88.0,29.0,1115.0,-34.32,,12.5,91.0,117.0
CQ4608R,288.0,,58.71,282.0,,1837.0,207.9,495.0,50.1,247.0,377.0
OJ118O0,90.0,82.0,82.93,14.0,13.0,-39.0,0.0,0.0,,67.0,27.0
ZC757PL,,125.0,11.2,,22.0,1435.0,-116.62,119.0,15.13,101.0,133.0
LQ222EZ,40.0,341.0,71.85,96.0,30.0,553.0,29.52,246.0,,90.0,126.0
MP599Q5,283.0,586.0,55.46,261.0,89.0,1198.0,168.0,350.0,40.0,210.0,350.0
HT7298I,80.0,206.0,73.79,54.0,23.0,,71.37,,61.2,71.0,77.0
EL893WH,301.0,607.0,62.11,230.0,86.0,1196.0,195.5,391.0,57.8,165.0,316.0
LB2824R,-210.0,,0.0,248.0,63.0,3082.0,-142.78,121.0,,,311.0
WF913DG,141.0,203.0,50.25,101.0,23.0,-210.0,105.57,153.0,39.22,,124.0
WM7721D,-40.0,129.0,0.0,150.0,47.0,1730.0,-45.26,146.0,0.0,166.0,197.0
QF942K6,56.0,319.0,52.66,151.0,107.0,,64.62,,74.37,92.0,258.0
NL1675G,301.0,607.0,62.11,230.0,86.0,1196.0,195.5,391.0,57.8,165.0,316.0
FS9079L,192.0,440.0,45.45,240.0,57.0,1028.0,185.24,421.0,61.05,164.0,297.0
EV401EQ,36.0,180.0,37.78,112.0,18.0,754.0,29.0,145.0,67.59,47.0,130.0
VG4992Y,179.0,331.0,62.84,123.0,29.0,-799.0,145.26000000000002,269.0,66.54,90.0,152.0
XN70614,5.0,145.0,44.83,80.0,20.0,1247.0,3.36,112.0,18.75,91.0,100.0
JS8561F,107.0,292.0,60.27,116.0,38.0,,99.9,270.0,59.26,110.0,154.0
LU021MK,75.0,225.0,60.0,90.0,29.0,1148.0,69.3,210.0,61.9,80.0,119.0
OR5375D,122.0,325.0,60.0,130.0,42.0,1134.0,110.2,,62.07,110.0,172.0
UM236JC,105.0,289.0,60.21,115.0,37.0,,93.6,260.0,61.54,100.0,152.0
EC550HS,104.0,,59.64,90.0,29.0,1148.0,98.69999999999999,210.0,61.9,80.0,119.0
LY0562A,104.0,223.0,59.64,90.0,29.0,1139.0,98.69999999999999,210.0,61.9,80.0,119.0
JQ507EX,135.0,275.0,62.55,,33.0,1130.0,117.6,240.0,62.5,90.0,136.0
BQ7735I,171.0,334.0,62.57,,41.0,1119.0,132.6,260.0,61.54,100.0,
DQ961YN,181.0,346.0,62.43,130.0,,1134.0,150.8,290.0,62.07,110.0,
PA000PY,92.0,214.0,74.77,54.0,,172.0,58.05,135.0,66.67,45.0,66.0
QU417JT,136.0,77.0,88.31,9.0,0.0,740.0,74.34,42.0,0.0,59.0,9.0
RQ02624,603.0,478.0,85.36,70.0,28.0,-1499.0,616.14,489.0,89.37,52.0,98.0
OV6347U,293.0,,57.36,307.0,100.0,,357.93,873.0,60.37,346.0,407.0
GW593ND,-57.0,160.0,68.12,51.0,,577.0,-51.12,142.0,66.2,48.0,120.0
HW1233L,-17.0,132.0,49.24,67.0,35.0,400.0,-13.26,102.0,36.27,65.0,102.0
IV461OF,252.0,512.0,48.05,266.0,80.0,,237.65,485.0,55.67,215.0,346.0
RF712UB,,310.0,60.0,124.0,40.0,961.0,107.3,290.0,62.07,110.0,164.0
YJ361LU,114.0,309.0,60.19,123.0,40.0,932.0,107.3,290.0,62.07,110.0,163.0
EY7124I,79.0,232.0,60.34,92.0,30.0,1102.0,74.80000000000001,220.0,,80.0,122.0
UQ662BN,75.0,225.0,60.0,90.0,29.0,1139.0,69.3,210.0,61.9,80.0,119.0
AE6925V,135.0,273.0,59.71,110.0,36.0,1020.0,127.39999999999999,,61.54,100.0,146.0
DN2242E,-10.0,272.0,,107.0,39.0,262.0,-9.16,229.0,62.88,85.0,
IJ662OH,355.0,668.0,62.13,253.0,94.0,1276.0,275.6,520.0,61.73,199.0,347.0
CM757S3,252.0,512.0,48.05,266.0,80.0,1737.0,237.65,485.0,55.67,215.0,346.0
CC492QV,89.0,554.0,56.86,239.0,57.0,1235.0,62.4,390.0,56.92,168.0,296.0
PU40539,41.0,34.0,55.88,15.0,11.0,1316.0,125.84,104.0,100.0,0.0,26.0
EL2097N,91.0,258.0,60.08,103.0,,1130.0,84.0,240.0,62.5,90.0,136.0
YE4374J,115.0,,60.06,125.0,41.0,1119.0,96.2,260.0,61.54,100.0,166.0
AP571AY,180.0,,62.43,130.0,42.0,945.0,156.0,300.0,60.0,120.0,172.0
KL317O2,169.0,329.0,62.61,123.0,40.0,932.0,,290.0,62.07,110.0,163.0
IZ829J2,121.0,325.0,60.0,130.0,,945.0,,300.0,60.0,120.0,172.0
SZ8285Y,98.0,275.0,60.0,110.0,36.0,1020.0,93.6,260.0,61.54,100.0,146.0
GM819QH,179.0,347.0,64.27,124.0,40.0,961.0,150.8,290.0,62.07,110.0,
DH06196,,311.0,62.7,116.0,38.0,962.0,137.7,270.0,59.26,110.0,154.0
BS745HC,109.0,230.0,60.0,92.0,30.0,1102.0,103.39999999999999,220.0,63.64,80.0,122.0
PV592W9,156.0,308.0,62.66,115.0,37.0,1166.0,132.6,260.0,61.54,100.0,
ML985IO,149.0,643.0,61.43,248.0,86.0,1584.0,,610.0,53.44,284.0,334.0
MB1887W,134.0,294.0,58.5,122.0,36.0,,142.6,310.0,54.84,140.0,158.0
MC9207Z,213.0,502.0,50.4,249.0,,1493.0,210.0,500.0,46.0,270.0,324.0
HT52429,34.0,105.0,42.86,60.0,17.0,1388.0,48.96,153.0,72.55,42.0,77.0
ES419KM,98.0,232.0,40.52,138.0,23.0,1238.0,110.88,,63.26,97.0,
YV6069R,171.0,239.0,64.85,84.0,23.0,1213.0,176.4,245.0,80.41,48.0,107.0
UX776UF,567.0,575.0,85.57,,11.0,-1544.0,448.46999999999997,,83.0,77.0,94.0
DK849BR,289.0,741.0,62.21,280.0,105.0,2067.0,338.52000000000004,868.0,58.76,358.0,385.0
BX013AB,98.0,232.0,40.52,138.0,23.0,1238.0,110.88,264.0,63.26,97.0,161.0
BC867EY,98.0,232.0,40.52,138.0,,1238.0,110.88,264.0,63.26,97.0,161.0
BG314XF,-62.0,105.0,42.86,60.0,10.0,693.0,-0.0,0.0,,17.0,70.0
GW286L2,-194.0,155.0,0.0,215.0,67.0,2774.0,-155.0,124.0,0.0,,
PA683IK,0.0,143.0,58.74,59.0,,1002.0,0.0,121.0,52.89,57.0,109.0
BZ226PH,,202.0,57.92,85.0,33.0,181.0,62.93,203.0,63.05,75.0,118.0
QB666OB,3.0,119.0,,41.0,,909.0,3.57,119.0,56.3,52.0,55.0
DJ416GX,392.0,537.0,88.08,64.0,28.0,-909.0,395.65999999999997,542.0,92.07,43.0,92.0
HF5321U,289.0,741.0,62.21,280.0,105.0,2067.0,338.52000000000004,868.0,58.76,358.0,385.0
XL234S8,244.0,598.0,60.87,,84.0,1633.0,191.06,466.0,66.95,154.0,318.0
HZ1429O,91.0,146.0,30.82,101.0,31.0,1271.0,112.22,181.0,31.49,124.0,132.0
AH850Z0,31.0,96.0,42.71,55.0,37.0,713.0,,130.0,53.85,60.0,92.0
EK994N2,1.0,237.0,63.71,86.0,88.0,1053.0,0.0,205.0,66.34,69.0,174.0
DX192KJ,87.0,72.0,76.39,17.0,15.0,-178.0,95.59,79.0,48.1,41.0,32.0
CP122AA,-6.0,136.0,36.76,86.0,35.0,900.0,-5.16,129.0,0.0,129.0,
DA95056,36.0,87.0,62.07,33.0,41.0,-37.0,63.959999999999994,156.0,67.95,50.0,74.0
IC6395Y,54.0,140.0,72.14,39.0,9.0,1121.0,56.940000000000005,,65.75,50.0,48.0
IJ017RH,83.0,393.0,54.2,180.0,147.0,880.0,80.42999999999999,383.0,57.44,163.0,327.0
NG706BH,-245.0,,0.0,231.0,68.0,2692.0,-234.35999999999999,189.0,1.59,186.0,299.0
CA63699,31.0,96.0,,55.0,37.0,713.0,41.6,130.0,53.85,60.0,92.0
DY9339H,-62.0,105.0,42.86,60.0,10.0,,-0.0,0.0,,17.0,
YH905G8,31.0,96.0,42.71,55.0,37.0,713.0,41.6,130.0,53.85,60.0,92.0
CQ368S1,98.0,232.0,40.52,138.0,23.0,1238.0,110.88,264.0,63.26,97.0,161.0
OZ0527I,81.0,580.0,59.83,,85.0,1978.0,55.02,393.0,54.96,177.0,318.0
XO071SJ,355.0,668.0,62.13,253.0,94.0,1276.0,275.6,,61.73,199.0,347.0
ZW224U9,-3.0,115.0,57.39,49.0,38.0,706.0,-0.27,9.0,0.0,,87.0
CV9216P,355.0,668.0,62.13,253.0,94.0,1276.0,275.6,520.0,61.73,,347.0
GQ2170S,116.0,311.0,55.63,138.0,121.0,,75.48,204.0,51.96,98.0,259.0
WC214LX,293.0,720.0,57.36,307.0,100.0,1938.0,357.93,,60.37,346.0,407.0
GJ272XR,98.0,232.0,40.52,138.0,23.0,1238.0,110.88,264.0,63.26,97.0,161.0
JL512AG,-6.0,136.0,36.76,86.0,35.0,900.0,-5.16,129.0,0.0,129.0,121.0
VR941FY,268.0,696.0,58.05,292.0,,2358.0,213.72,548.0,65.15,191.0,397.0
JP972UM,244.0,598.0,60.87,234.0,84.0,,191.06,,66.95,154.0,318.0
AO848N0,120.0,402.0,68.41,127.0,48.0,1597.0,86.7,289.0,50.52,143.0,175.0
KD2981K,18.0,242.0,76.03,58.0,19.0,878.0,12.530000000000001,179.0,64.25,64.0,77.0
JE029D5,-10.0,272.0,60.66,107.0,39.0,262.0,-9.16,229.0,62.88,85.0,146.0
OM2593W,63.0,292.0,61.64,112.0,,217.0,67.1,305.0,61.64,117.0,229.0
SA413W3,539.0,516.0,90.5,49.0,18.0,-2282.0,536.64,516.0,88.76,58.0,67.0
YI870IJ,113.0,288.0,46.88,153.0,,1214.0,102.96000000000001,264.0,35.98,169.0,198.0
BR6653M,34.0,105.0,42.86,60.0,17.0,1388.0,48.96,153.0,72.55,42.0,77.0
YC931LX,539.0,516.0,90.5,49.0,18.0,-2282.0,536.64,516.0,88.76,58.0,67.0
TD632TC,-124.0,82.0,,126.0,40.0,1418.0,-178.18,118.0,0.0,197.0,166.0
ZD064Q7,150.0,201.0,,93.0,29.0,1706.0,117.0,156.0,32.69,105.0,122.0
SE357O3,34.0,105.0,42.86,60.0,17.0,1388.0,48.96,153.0,72.55,,77.0
RH533GV,46.0,151.0,,84.0,10.0,55.0,,85.0,0.0,88.0,94.0
BZ9479H,134.0,294.0,58.5,122.0,36.0,1084.0,142.6,310.0,,140.0,158.0
BN3796W,168.0,541.0,56.93,233.0,45.0,,125.55,405.0,54.32,185.0,278.0
QQ274MY,134.0,,58.5,122.0,36.0,1084.0,142.6,310.0,54.84,140.0,158.0
EP335VJ,-6.0,136.0,36.76,86.0,35.0,900.0,-5.16,129.0,,129.0,121.0
AK2610Y,-70.0,92.0,0.0,136.0,51.0,1694.0,-148.96,196.0,3.06,190.0,187.0
UZ027YZ,63.0,202.0,57.92,85.0,33.0,181.0,62.93,203.0,63.05,75.0,118.0
CT277TY,,0.0,,270.0,95.0,4168.0,,0.0,,184.0,365.0
IB619EE,-17.0,132.0,49.24,67.0,,400.0,-13.26,102.0,36.27,65.0,
LG789VA,150.0,201.0,53.73,93.0,29.0,1706.0,117.0,156.0,32.69,105.0,122.0
OZ484UM,98.0,,40.52,138.0,23.0,1238.0,110.88,264.0,63.26,97.0,161.0
LR789YN,54.0,207.0,67.63,67.0,18.0,646.0,34.58,133.0,69.92,40.0,85.0
NB224VN,54.0,140.0,72.14,39.0,9.0,1121.0,56.940000000000005,146.0,65.75,50.0,
NA505VN,567.0,575.0,85.57,83.0,11.0,-1544.0,448.46999999999997,453.0,83.0,77.0,94.0
JP738NO,,540.0,56.48,235.0,73.0,611.0,285.59999999999997,680.0,57.21,291.0,308.0
MX999O6,429.0,525.0,90.86,48.0,24.0,-999.0,432.14,527.0,87.29,67.0,72.0
QN089YJ,168.0,541.0,56.93,233.0,,1199.0,125.55,405.0,54.32,185.0,278.0
DG206W3,,540.0,56.48,235.0,73.0,611.0,285.59999999999997,680.0,57.21,291.0,308.0
EV482NG,211.0,329.0,61.7,126.0,115.0,-58.0,232.32,363.0,65.56,125.0,241.0
BI501DH,3.0,119.0,65.55,41.0,14.0,909.0,3.57,119.0,56.3,52.0,55.0
ZS1953C,-230.0,91.0,0.0,128.0,123.0,2275.0,-172.04,68.0,0.0,140.0,251.0
SO743VL,51.0,235.0,50.21,117.0,92.0,1154.0,38.94,177.0,49.15,90.0,209.0
MK634G4,229.0,540.0,56.48,235.0,73.0,,285.59999999999997,680.0,57.21,291.0,308.0
UW549W2,460.0,887.0,61.89,338.0,134.0,1949.0,458.64000000000004,882.0,57.03,379.0,472.0
OI789QQ,80.0,144.0,60.42,57.0,20.0,-681.0,25.76,46.0,13.04,40.0,77.0
RG061SV,-485.0,25.0,0.0,253.0,99.0,3998.0,-756.5999999999999,39.0,0.0,173.0,352.0
TE381BB,-57.0,160.0,68.12,51.0,69.0,577.0,-51.12,142.0,66.2,48.0,120.0
NU281T3,136.0,77.0,88.31,9.0,0.0,740.0,74.34,42.0,0.0,59.0,9.0
ND7426I,-293.0,34.0,,131.0,109.0,1849.0,-293.08,34.0,0.0,135.0,240.0
JL410P4,244.0,598.0,60.87,234.0,84.0,1633.0,191.06,466.0,66.95,154.0,318.0
DB928HR,92.0,214.0,74.77,54.0,12.0,172.0,58.05,135.0,,45.0,66.0
HZ18980,171.0,239.0,64.85,84.0,23.0,1213.0,176.4,245.0,80.41,48.0,107.0
SU079TG,-31.0,228.0,55.7,101.0,87.0,108.0,-35.56,254.0,48.82,130.0,188.0
PH3144B,237.0,702.0,59.69,283.0,103.0,2328.0,260.44,766.0,59.66,309.0,386.0
JS30584,64.0,210.0,61.9,80.0,24.0,874.0,48.3,161.0,43.48,91.0,104.0
LG419GB,73.0,222.0,60.36,88.0,29.0,653.0,69.3,210.0,61.9,80.0,117.0
TG456DS,144.0,283.0,,114.0,37.0,822.0,137.7,270.0,62.96,100.0,
EP700YH,,265.0,62.64,99.0,32.0,798.0,110.39999999999999,230.0,60.87,90.0,131.0
PF497T8,86.0,249.0,60.24,99.0,32.0,798.0,80.5,230.0,60.87,90.0,131.0
PB085RE,64.0,205.0,60.0,82.0,,788.0,52.7,170.0,64.71,60.0,109.0
YC768S0,108.0,236.0,62.71,88.0,29.0,817.0,87.4,190.0,63.16,,117.0
PG3019S,-60.0,,75.32,39.0,58.0,,-49.4,130.0,73.85,34.0,97.0
VX800L0,40.0,49.0,20.41,39.0,15.0,1388.0,9.02,11.0,0.0,22.0,54.0
XU395FG,-47.0,,62.71,44.0,47.0,33.0,-45.2,113.0,,55.0,91.0
KW9356Y,,109.0,0.0,112.0,,1906.0,-453.6,168.0,,98.0,245.0
LI024QR,-169.0,70.0,0.0,157.0,41.0,1944.0,-262.69,109.0,0.0,173.0,198.0
TX227IL,32.0,232.0,59.91,93.0,69.0,588.0,27.44,196.0,51.53,95.0,162.0
YX453KJ,117.0,324.0,69.44,99.0,34.0,513.0,120.96,336.0,63.39,123.0,133.0
CF394T7,67.0,210.0,60.0,84.0,27.0,632.0,60.800000000000004,190.0,,80.0,111.0
UH513GT,93.0,213.0,62.44,80.0,26.0,640.0,83.6,190.0,,70.0,106.0
YJ239E9,200.0,589.0,60.44,233.0,83.0,1994.0,125.46000000000001,369.0,48.24,191.0,316.0
KD04212,340.0,,56.17,252.0,,426.0,398.25,675.0,56.3,295.0,331.0
KT8462M,-64.0,140.0,29.29,99.0,23.0,1460.0,-63.480000000000004,138.0,20.29,110.0,122.0
FU761EJ,185.0,228.0,69.74,69.0,23.0,199.0,171.72,212.0,40.57,126.0,92.0
BA2328Q,73.0,90.0,43.33,51.0,4.0,473.0,,23.0,30.43,16.0,55.0
XV941LJ,-27.0,248.0,68.95,77.0,71.0,679.0,,251.0,73.31,67.0,148.0
UL282QS,22.0,119.0,29.41,84.0,27.0,37.0,18.54,103.0,25.24,77.0,111.0
OX236AR,63.0,200.0,60.0,80.0,26.0,640.0,60.800000000000004,190.0,63.16,70.0,106.0
ZQ817X2,63.0,197.0,60.41,,25.0,798.0,54.4,170.0,58.82,70.0,103.0
FS9182G,,221.0,60.18,88.0,29.0,817.0,62.7,190.0,63.16,,
BW767OW,108.0,233.0,59.66,94.0,31.0,697.0,101.2,220.0,59.09,90.0,125.0
LP567Y4,93.0,210.0,62.86,78.0,25.0,798.0,74.8,170.0,58.82,70.0,103.0
UL6640I,185.0,,69.74,69.0,23.0,199.0,171.72,,40.57,126.0,92.0
OO1542I,106.0,235.0,64.26,84.0,27.0,651.0,85.5,190.0,57.89,80.0,111.0
ML981B2,104.0,286.0,60.14,114.0,37.0,810.0,97.2,270.0,62.96,100.0,151.0
EK597CZ,108.0,237.0,,88.0,29.0,653.0,96.60000000000001,210.0,61.9,80.0,117.0
HH384LT,78.0,235.0,60.0,94.0,31.0,697.0,72.60000000000001,220.0,59.09,90.0,125.0
MI517GW,99.0,278.0,60.07,111.0,36.0,767.0,93.6,260.0,61.54,100.0,147.0
HI792YQ,104.0,286.0,60.14,114.0,,,97.2,270.0,62.96,100.0,151.0
EL991Q6,99.0,224.0,62.5,84.0,27.0,632.0,83.6,190.0,57.89,80.0,111.0
TF944JT,32.0,,72.25,53.0,,351.0,25.840000000000003,152.0,74.34,39.0,
JE442VG,137.0,276.0,59.78,111.0,36.0,,130.0,260.0,61.54,100.0,147.0
MB919BP,68.0,210.0,,84.0,27.0,651.0,60.800000000000004,190.0,57.89,80.0,111.0
UK210LH,144.0,283.0,59.72,114.0,37.0,810.0,137.7,,62.96,100.0,151.0
KA522PD,95.0,218.0,62.39,82.0,27.0,788.0,74.8,170.0,64.71,60.0,109.0
BQ310T9,41.0,142.0,45.77,77.0,21.0,632.0,52.199999999999996,180.0,,61.0,98.0
AV952XA,36.0,108.0,74.07,,50.0,256.0,51.81,157.0,68.79,49.0,78.0
KM552QF,340.0,575.0,56.17,252.0,79.0,426.0,,675.0,,295.0,331.0
BC4587U,27.0,262.0,75.57,,74.0,925.0,23.8,238.0,60.5,94.0,138.0
IV445T9,270.0,684.0,56.43,298.0,97.0,1909.0,329.55,845.0,,300.0,395.0
WP7928M,321.0,697.0,60.69,274.0,96.0,1533.0,379.96000000000004,826.0,61.14,321.0,370.0
HS9976H,62.0,142.0,69.01,44.0,,886.0,95.48,217.0,,,54.0
SC443FT,,394.0,59.39,160.0,,833.0,23.49,261.0,,141.0,314.0
LB915YW,264.0,562.0,54.8,254.0,79.0,1589.0,323.35999999999996,,,283.0,333.0
BB95133,217.0,522.0,55.94,230.0,74.0,1029.0,221.76,528.0,55.68,234.0,
LH503O3,-62.0,121.0,0.0,225.0,71.0,3761.0,-71.4,,0.0,216.0,296.0
KM570KZ,345.0,655.0,58.93,269.0,,1487.0,290.44,548.0,53.28,256.0,365.0
KT437DR,117.0,324.0,69.44,99.0,34.0,513.0,120.96,336.0,63.39,123.0,133.0
ZH0661T,99.0,312.0,43.59,,34.0,1271.0,115.2,360.0,54.72,163.0,210.0
DP215PK,59.0,156.0,57.69,66.0,,694.0,43.7,115.0,29.57,81.0,116.0
NP749FD,102.0,217.0,74.65,55.0,,463.0,77.08,164.0,34.76,107.0,77.0
LA727G9,,565.0,58.41,235.0,67.0,1292.0,181.76,568.0,47.89,296.0,302.0
VQ548ZF,68.0,46.0,28.26,33.0,16.0,794.0,16.28,11.0,,57.0,49.0
UX486RC,68.0,46.0,28.26,33.0,16.0,794.0,16.28,11.0,0.0,57.0,49.0
QK3816C,294.0,634.0,62.15,,75.0,,316.48,,56.83,297.0,315.0
WC234HV,59.0,156.0,57.69,66.0,50.0,694.0,43.7,115.0,29.57,81.0,116.0
KS340HF,422.0,,60.86,344.0,122.0,1568.0,508.32,1059.0,64.21,379.0,466.0
RL088IG,524.0,510.0,92.16,40.0,24.0,-1497.0,420.24,408.0,86.03,57.0,
EZ964SN,15.0,152.0,65.13,53.0,38.0,,14.4,144.0,75.0,36.0,91.0
VF214CB,323.0,732.0,62.43,275.0,105.0,2675.0,360.36,819.0,59.71,330.0,380.0
HK648BK,-42.0,88.0,67.05,29.0,14.0,942.0,-8.16,17.0,0.0,55.0,43.0
OK321IJ,254.0,573.0,56.89,247.0,99.0,1430.0,264.88,602.0,63.62,219.0,346.0
AA603XO,,51.0,0.0,51.0,14.0,84.0,272.44,139.0,42.45,80.0,65.0
QU9045Q,-42.0,88.0,,29.0,14.0,942.0,-8.16,17.0,0.0,55.0,43.0
SU616KO,-3.0,155.0,39.35,94.0,59.0,319.0,-3.1,155.0,86.45,21.0,153.0
RN967H1,284.0,713.0,61.01,278.0,96.0,2027.0,336.40000000000003,841.0,55.53,374.0,374.0
BB683NQ,15.0,152.0,65.13,53.0,38.0,999.0,14.4,144.0,75.0,36.0,91.0
VT839UV,49.0,302.0,76.82,70.0,23.0,657.0,26.560000000000002,166.0,57.23,71.0,93.0
GB586DI,284.0,713.0,61.01,278.0,96.0,2027.0,336.40000000000003,841.0,55.53,374.0,374.0
EZ556S2,195.0,394.0,71.32,113.0,38.0,650.0,154.35,315.0,52.06,151.0,151.0
IA857MI,-36.0,,,98.0,89.0,1051.0,-38.760000000000005,228.0,53.95,105.0,187.0
GV841RN,110.0,341.0,50.44,169.0,43.0,488.0,117.76,368.0,56.79,159.0,212.0
UO6737O,152.0,318.0,66.04,108.0,36.0,-301.0,121.44,253.0,54.94,,144.0
PG947YA,42.0,283.0,61.84,108.0,82.0,269.0,38.25,255.0,,62.0,190.0
NM5211N,40.0,49.0,20.41,39.0,15.0,1388.0,9.02,11.0,0.0,22.0,54.0
FS972BX,187.0,546.0,59.89,219.0,71.0,753.0,,515.0,60.78,202.0,290.0
CA490XB,102.0,217.0,74.65,55.0,22.0,463.0,77.08,,34.76,,77.0
CT116OL,227.0,547.0,56.12,240.0,69.0,1567.0,205.41,501.0,51.7,,309.0
LF0183R,474.0,563.0,85.08,84.0,32.0,-1598.0,456.96,544.0,87.87,66.0,116.0
MG3729O,,702.0,59.69,283.0,103.0,2328.0,260.44,766.0,59.66,309.0,386.0
YQ5563V,32.0,232.0,59.91,93.0,69.0,588.0,27.44,196.0,51.53,95.0,
XZ547T3,39.0,138.0,67.39,45.0,32.0,-7.0,12.32,44.0,,36.0,77.0
CR920K2,474.0,563.0,85.08,84.0,32.0,-1598.0,456.96,544.0,87.87,66.0,116.0
TM0485L,17.0,145.0,,44.0,32.0,256.0,17.28,144.0,47.22,76.0,76.0
WI053HG,228.0,649.0,57.01,279.0,87.0,1344.0,201.95,577.0,60.83,226.0,366.0
VK023U1,-38.0,368.0,70.65,108.0,105.0,435.0,-33.300000000000004,333.0,73.27,89.0,213.0
AW423CN,-331.0,78.0,0.0,285.0,110.0,3663.0,-0.0,0.0,,140.0,395.0
IH6582V,-220.0,75.0,0.0,204.0,62.0,2803.0,-439.5,150.0,0.0,195.0,266.0
MH707VH,270.0,,56.43,,97.0,1909.0,329.55,845.0,64.5,300.0,
UD100GU,36.0,60.0,0.0,73.0,55.0,851.0,54.6,91.0,69.23,,128.0
HH310SR,,394.0,71.32,113.0,38.0,650.0,154.35,315.0,52.06,151.0,151.0
CE293WU,254.0,573.0,56.89,247.0,99.0,1430.0,264.88,602.0,63.62,219.0,346.0
XV575OX,195.0,394.0,71.32,113.0,38.0,650.0,154.35,315.0,52.06,151.0,151.0
LL052BR,108.0,306.0,50.65,151.0,39.0,796.0,118.3,338.0,67.46,110.0,190.0
WL0328Q,180.0,422.0,48.58,217.0,76.0,666.0,163.4,380.0,54.74,172.0,293.0
YE8089C,-220.0,75.0,0.0,204.0,62.0,2803.0,-439.5,150.0,0.0,195.0,266.0
PF081AG,292.0,539.0,,246.0,70.0,428.0,335.34000000000003,621.0,54.43,283.0,316.0
EL871JH,195.0,394.0,71.32,113.0,38.0,650.0,154.35,,52.06,151.0,151.0
ZF813G7,50.0,355.0,54.08,163.0,145.0,1448.0,43.540000000000006,311.0,50.48,154.0,308.0
RY785DH,168.0,275.0,62.91,102.0,23.0,764.0,98.82,162.0,64.81,57.0,125.0
MJ244XE,-512.0,12.0,0.0,234.0,100.0,4152.0,-3242.92,,0.0,208.0,334.0
QA886PN,195.0,394.0,71.32,113.0,38.0,,154.35,315.0,52.06,151.0,151.0
NE794DB,152.0,318.0,66.04,108.0,36.0,-301.0,121.44,253.0,,114.0,144.0
