Quarter,StoreId,State,Position,Market,ProdId,Product,Type,ReportId
2023-01-01,San Francisco - Market Street,California,West,Small Market,3_Co,Columbian,Coffee,RJ848P5
2023-04-01,San Francisco - Market Street,California,West,Medium Market,3_Co,Columbian,Coffee,ZA090QV
2023-07-01,San Francisco - Market Street,California,West,Medium Market,3_Co,Columbian,Coffee,JL8274A
2023-10-01,San Francisco - Market Street,California,West,Medium Market,3_Co,Columbian,,HQ932HF
2023-01-01,San Francisco - Fisherman Wharf,California,West,Big Market,3_Co,Columbian,Coffee,NL717S8
2023-04-01,San Francisco - Fisherman Wharf,California,West,Micro Market,3_Co,Columbian,Coffee,PD174ZN
2023-07-01,San Francisco - Fisherman Wharf,California,West,Big Market,3_Co,Columbian,Coffee,ED440TS
2023-10-01,San Francisco - Fisherman Wharf,California,,,3_Co,Columbian,Coffee,QK4747D
2023-01-01,San Francisco - The Embarcadero,California,West,Micro Market,3_Co,Columbian,Coffee,WN286LG
2023-04-01,San Francisco - The Embarcadero,California,West,Big Market,3_Co,Columbian,Coffee,VL748WB
2023-07-01,San Francisco - The Embarcadero,California,West,Big Market,3_Co,Columbian,Coffee,EI46895
2023-10-01,San Francisco - The Embarcadero,California,West,,3_Co,Columbian,Coffee,SM4838T
2023-01-01,San Francisco - Haight Street,California,West,Medium Market,3_Co,Columbian,,ZN7118Y
2023-04-01,San Francisco - Haight Street,California,West,Small Market,3_Co,Columbian,Coffee,YC678R6
2023-07-01,San Francisco - Haight Street,California,West,Micro Market,3_Co,Columbian,Coffee,IC354IO
2023-10-01,San Francisco - Haight Street,California,West,Big Market,3_Co,Columbian,Coffee,YO789ST
2023-01-01,San Francisco - Van Ness Avenue,,West,Big Market,3_Co,Columbian,Coffee,ZJ714BO
2023-04-01,San Francisco - Van Ness Avenue,California,West,Big Market,3_Co,Columbian,Coffee,IH624HY
2023-07-01,San Francisco - Van Ness Avenue,California,West,Micro Market,3_Co,Columbian,Coffee,GM679VL
2023-10-01,San Francisco - Van Ness Avenue,California,West,Small Market,3_Co,Columbian,Coffee,YC700QK
2023-01-01,San Diego - Gaslamp Quarter,California,West,Micro Market,3_Co,Columbian,,CC099HD
2023-04-01,San Diego - Gaslamp Quarter,California,West,Medium Market,3_Co,,,VE885EB
2023-07-01,San Diego - Gaslamp Quarter,California,West,Big Market,3_Co,Columbian,Coffee,YB314Q9
2023-10-01,San Diego - Gaslamp Quarter,California,West,Big Market,3_Co,Columbian,,MV179VK
2023-01-01,San Diego - Harbor Drive,California,West,Medium Market,3_Co,Columbian,Coffee,PV230MT
2023-04-01,San Diego - Harbor Drive,California,West,Big Market,3_Co,Columbian,Coffee,CU474TA
2023-07-01,San Diego - Harbor Drive,California,West,Micro Market,3_Co,Columbian,Coffee,MO6579F
2023-10-01,San Diego - Harbor Drive,California,West,Medium Market,3_Co,Columbian,Coffee,KT510RP
2023-01-01,San Diego - University Avenue,California,West,Big Market,3_Co,,Coffee,OE581ZO
2023-04-01,San Diego - University Avenue,California,West,Small Market,3_Co,Columbian,Coffee,QZ702HD
2023-07-01,San Diego - University Avenue,California,West,Medium Market,3_Co,Columbian,Coffee,RG489EE
2023-10-01,San Diego - University Avenue,California,West,Big Market,3_Co,Columbian,Coffee,AT210N0
2023-01-01,San Diego - Mission Boulevard,California,West,Medium Market,3_Co,Columbian,,HF5158W
2023-04-01,San Diego - Mission Boulevard,California,West,,3_Co,Columbian,Coffee,CG027DI
2023-07-01,San Diego - Mission Boulevard,,,Micro Market,3_Co,Columbian,Coffee,TZ8355M
2023-10-01,San Diego - Mission Boulevard,California,West,Micro Market,3_Co,Columbian,Coffee,JQ1305O
2023-01-01,San Jose - Santa Clara Street,,West,Medium Market,3_Co,,Coffee,ZH0033O
2023-04-01,San Jose - Santa Clara Street,California,West,Big Market,3_Co,,Coffee,EJ14591
2023-07-01,San Jose - Santa Clara Street,California,West,Big Market,3_Co,Columbian,Coffee,PT613G1
2023-10-01,San Jose - Santa Clara Street,,West,Micro Market,3_Co,Columbian,,FK04148
2023-01-01,San Jose - The Alameda,California,West,Big Market,3_Co,Columbian,,TZ191TJ
2023-04-01,San Jose - The Alameda,California,West,Medium Market,3_Co,Columbian,Coffee,QP172D7
2023-07-01,San Jose - The Alameda,California,West,Medium Market,3_Co,Columbian,Coffee,XW1014R
2023-10-01,San Jose - The Alameda,California,West,Big Market,3_Co,Columbian,Coffee,JN1759J
2023-01-01,San Jose - First Street,California,West,Medium Market,3_Co,Columbian,Coffee,OE1087R
2023-04-01,San Jose - First Street,California,West,Big Market,3_Co,Columbian,Coffee,SU369SC
2023-07-01,San Jose - First Street,California,West,Small Market,3_Co,,Coffee,IS000NM
2023-10-01,San Jose - First Street,California,West,Big Market,3_Co,Columbian,Coffee,NH158ZY
2023-01-01,San Jose - East San Jose,California,West,Micro Market,3_Co,Columbian,Coffee,DN48310
2023-04-01,San Jose - East San Jose,California,West,Micro Market,3_Co,Columbian,Coffee,AM667OF
2023-07-01,San Jose - East San Jose,California,West,Medium Market,3_Co,Columbian,,IX893FH
2023-10-01,San Jose - East San Jose,California,West,Medium Market,3_Co,,Coffee,GY635FF
2023-01-01,San Jose - West San Jose,California,West,Medium Market,3_Co,Columbian,Coffee,QZ475BM
2023-04-01,San Jose - West San Jose,California,West,Medium Market,3_Co,Columbian,Coffee,AB959J5
2023-07-01,San Jose - West San Jose,,West,,3_Co,Columbian,Coffee,MX800OI
2023-10-01,San Jose - West San Jose,California,West,Medium Market,3_Co,Columbian,Coffee,WB479FO
2023-01-01,San Jose - North San Jose,California,West,Medium Market,3_Co,Columbian,Coffee,MD5779V
2023-04-01,San Jose - North San Jose,California,West,Big Market,3_Co,Columbian,Coffee,OS848VO
2023-07-01,San Jose - North San Jose,California,West,Micro Market,3_Co,Columbian,Coffee,FY3749J
2023-10-01,San Jose - North San Jose,California,West,Small Market,3_Co,Columbian,Coffee,QJ8169A
2023-01-01,San Jose - South San Jose,California,West,Micro Market,3_Co,Columbian,Coffee,KC982OX
2023-04-01,San Jose - South San Jose,California,West,Medium Market,3_Co,Columbian,Coffee,OQ370PF
2023-07-01,San Jose - South San Jose,California,West,Big Market,3_Co,Columbian,Coffee,KP537J8
2023-10-01,San Jose - South San Jose,California,West,Medium Market,3_Co,Columbian,Coffee,NB372E6
2023-01-01,San Jose - Almaden Valley,California,West,Micro Market,3_Co,Columbian,Coffee,OE188U7
2023-04-01,San Jose - Almaden Valley,California,West,Micro Market,3_Co,Columbian,Coffee,US236EJ
2023-07-01,San Jose - Almaden Valley,California,West,Big Market,3_Co,Columbian,Coffee,CD738PI
2023-10-01,San Jose - Almaden Valley,California,West,Medium Market,3_Co,Columbian,Coffee,FC080YE
2023-01-01,San Jose - Evergreen,California,West,,3_Co,,Coffee,XQ387UK
2023-04-01,San Jose - Evergreen,,West,Big Market,3_Co,Columbian,Coffee,WO625NE
2023-07-01,San Jose - Evergreen,California,West,Big Market,3_Co,Columbian,Coffee,HZ46893
2023-10-01,San Jose - Evergreen,California,West,Medium Market,3_Co,Columbian,Coffee,VL18372
2023-01-01,San Jose - Willow Glen,California,West,Micro Market,3_Co,Columbian,Coffee,NJ046TS
2023-04-01,San Jose - Willow Glen,California,West,Micro Market,3_Co,Columbian,Coffee,XJ51621
2023-07-01,San Jose - Willow Glen,California,West,Small Market,3_Co,,Coffee,OW9343M
2023-10-01,San Jose - Willow Glen,California,West,Micro Market,3_Co,Columbian,Coffee,UB670SJ
2023-01-01,San Jose - Cambrian Park,California,West,Big Market,3_Co,Columbian,Coffee,GK3271L
2023-04-01,San Jose - Cambrian Park,California,West,Micro Market,3_Co,Columbian,Coffee,GW498KN
2023-07-01,San Jose - Cambrian Park,,West,Medium Market,3_Co,Columbian,Coffee,EX8372D
2023-10-01,San Jose - Cambrian Park,California,West,Medium Market,3_Co,,Coffee,AH307OJ
2023-01-01,Long Beach - Downtown Long Beach,California,West,Big Market,3_Co,Columbian,Coffee,QF8648R
2023-04-01,Long Beach - Downtown Long Beach,California,West,Small Market,3_Co,Columbian,Coffee,ZV916HF
2023-07-01,Long Beach - Downtown Long Beach,California,West,Medium Market,3_Co,Columbian,Coffee,NF999P0
2023-10-01,Long Beach - Downtown Long Beach,California,West,Big Market,3_Co,,Coffee,UM6096Y
2023-01-01,Long Beach - Belmont Shore,California,West,Micro Market,3_Co,Columbian,Coffee,GD5070O
2023-04-01,Long Beach - Belmont Shore,California,West,Medium Market,3_Co,Columbian,Coffee,BZ326MS
2023-07-01,Long Beach - Belmont Shore,California,,Big Market,3_Co,Columbian,Coffee,YW455W4
2023-10-01,Long Beach - Belmont Shore,,West,Micro Market,3_Co,Columbian,Coffee,HK282MB
2023-01-01,Fresno - Tower District,California,West,Big Market,3_Co,Columbian,Coffee,QX168V9
2023-04-01,Fresno - Tower District,California,,Medium Market,3_Co,Columbian,Coffee,SA956UE
2023-07-01,Fresno - Tower District,California,West,Small Market,3_Co,Columbian,,AX494WT
2023-10-01,Fresno - Tower District,California,West,Big Market,3_Co,Columbian,Coffee,FV752QI
2023-01-01,Anaheim - Disneyland Drive,California,West,Medium Market,3_Co,Columbian,Coffee,IH97764
2023-04-01,Anaheim - Disneyland Drive,California,West,Medium Market,3_Co,Columbian,Coffee,GG310HH
2023-07-01,Anaheim - Disneyland Drive,California,West,Big Market,3_Co,Columbian,Coffee,PF482LX
2023-10-01,Anaheim - Disneyland Drive,California,West,Big Market,3_Co,Columbian,Coffee,UH192Q0
2023-01-01,Santa Ana - Main Street,California,West,Micro Market,3_Co,Columbian,Coffee,DG32065
2023-04-01,Santa Ana - Main Street,California,West,,3_Co,Columbian,Coffee,PV825AK
2023-07-01,Santa Ana - Main Street,California,West,Medium Market,3_Co,Columbian,Coffee,ZA075AD
2023-10-01,Santa Ana - Main Street,California,West,Big Market,3_Co,Columbian,Coffee,RA5646N
2023-01-01,Riverside - Main Street,California,West,Big Market,3_Co,Columbian,Coffee,JF8933R
2023-04-01,Riverside - Main Street,California,West,Medium Market,3_Co,Columbian,Coffee,WD393E1
2023-07-01,Riverside - Main Street,California,West,Micro Market,3_Co,Columbian,Coffee,PH620SD
2023-10-01,Riverside - Main Street,,,Micro Market,3_Co,Columbian,Coffee,KC6417T
2023-01-01,Irvine - Spectrum Center Drive,California,West,Medium Market,3_Co,Columbian,Coffee,EC0839Q
2023-04-01,Irvine - Spectrum Center Drive,California,West,Micro Market,3_Co,Columbian,Coffee,GB441NE
2023-07-01,Irvine - Spectrum Center Drive,California,West,Micro Market,3_Co,Columbian,Coffee,BJ7640Z
2023-10-01,Irvine - Spectrum Center Drive,California,West,Big Market,3_Co,Columbian,Coffee,GM072FR
2023-01-01,SM - Ocean Avenue,,West,Medium Market,3_Co,Columbian,Coffee,KN524LU
2023-04-01,SM - Ocean Avenue,,West,Micro Market,3_Co,Columbian,Coffee,GN775PM
2023-07-01,SM - Ocean Avenue,California,West,Big Market,3_Co,Columbian,Coffee,VB7690Z
2023-10-01,SM - Ocean Avenue,California,,Micro Market,3_Co,Columbian,Coffee,GO7189L
2023-01-01,Pasadena - Colorado Boulevard,California,West,Big Market,3_Co,,Coffee,SV768OP
2023-04-01,Pasadena - Colorado Boulevard,California,,Medium Market,3_Co,,,ZX054UB
2023-07-01,Pasadena - Colorado Boulevard,California,West,Micro Market,3_Co,Columbian,Coffee,RH246L8
2023-10-01,Pasadena - Colorado Boulevard,California,,Medium Market,3_Co,Columbian,Coffee,KY319YQ
2023-01-01,Berkeley - Telegraph Avenue,California,West,Medium Market,3_Co,Columbian,Coffee,WU601E8
2023-04-01,Berkeley - Telegraph Avenue,California,West,Medium Market,3_Co,Columbian,Coffee,PS303E4
2023-07-01,Berkeley - Telegraph Avenue,California,West,Big Market,3_Co,Columbian,Coffee,UO332NZ
2023-10-01,Berkeley - Telegraph Avenue,California,,Micro Market,3_Co,Columbian,Coffee,GX603EL
2023-01-01,Hollywood - Vine Street,California,West,Big Market,3_Co,Columbian,Coffee,GN584DF
2023-04-01,Hollywood - Vine Street,California,West,Medium Market,3_Co,,Coffee,OO979E0
2023-07-01,Hollywood - Vine Street,California,West,Small Market,3_Co,Columbian,Coffee,HH98524
2023-10-01,Hollywood - Vine Street,California,,Micro Market,3_Co,Columbian,Coffee,FM189YT
2023-01-01,SB - State Street,California,,Big Market,3_Co,Columbian,Coffee,WS921BN
2023-04-01,SB - State Street,California,West,,3_Co,Columbian,,SK468IX
2023-07-01,SB - State Street,California,West,Big Market,3_Co,Columbian,,YT224OC
2023-10-01,SB - State Street,California,West,Big Market,3_Co,Columbian,Coffee,OS638HF
2023-01-01,Palm Springs - Palm Canyon Drive,California,West,Medium Market,3_Co,Columbian,Coffee,BT413PH
2023-04-01,Palm Springs - Palm Canyon Drive,California,West,Big Market,3_Co,Columbian,Coffee,XD8577S
2023-07-01,Palm Springs - Palm Canyon Drive,California,West,Medium Market,3_Co,Columbian,Coffee,RR895BD
2023-10-01,Palm Springs - Palm Canyon Drive,California,,Medium Market,3_Co,Columbian,Coffee,ZY042KW
2023-01-01,Malibu - Pacific Coast Highway,California,West,Micro Market,3_Co,Columbian,Coffee,EK943MF
2023-04-01,Malibu - Pacific Coast Highway,California,West,Medium Market,3_Co,Columbian,Coffee,PQ296EY
2023-07-01,Malibu - Pacific Coast Highway,California,West,,3_Co,Columbian,Coffee,NR2469T
2023-10-01,Malibu - Pacific Coast Highway,California,West,Micro Market,3_Co,Columbian,Coffee,TP2716C
2023-01-01,NB - Newport Beach Pier,California,West,,3_Co,Columbian,Coffee,BY843JG
2023-04-01,NB - Newport Beach Pier,California,West,Medium Market,3_Co,Columbian,Coffee,QO388FL
2023-07-01,NB - Newport Beach Pier,California,West,Big Market,3_Co,Columbian,Coffee,QP666PK
2023-10-01,NB - Newport Beach Pier,California,West,Medium Market,3_Co,Columbian,Coffee,TJ509ET
2023-01-01,Denver - 16th Street Mall,Colorado,West,Small Market,3_Co,Columbian,Coffee,QJ566K8
2023-04-01,Denver - 16th Street Mall,Colorado,,Small Market,3_Co,Columbian,Coffee,FQ0247L
2023-07-01,Denver - 16th Street Mall,Colorado,West,Small Market,3_Co,,Coffee,WN37653
2023-10-01,Denver - 16th Street Mall,Colorado,West,Small Market,3_Co,Columbian,Coffee,BE385KS
2023-01-01,Denver - Larimer Square,Colorado,West,Small Market,3_Co,Columbian,Coffee,SX725L2
2023-04-01,Denver - Larimer Square,Colorado,West,Small Market,3_Co,,Coffee,ZA980QN
2023-07-01,Denver - Larimer Square,Colorado,West,Micro Market,3_Co,,Coffee,YL6946F
2023-10-01,Denver - Larimer Square,Colorado,West,Medium Market,3_Co,Columbian,Coffee,KB710GV
2023-01-01,Colorado Springs - Garden of the Gods,Colorado,West,Micro Market,3_Co,Columbian,Coffee,CB198GL
2023-04-01,Colorado Springs - Garden of the Gods,Colorado,West,Big Market,3_Co,Columbian,Coffee,HN849CT
2023-07-01,Colorado Springs - Garden of the Gods,Colorado,West,Big Market,3_Co,Columbian,Coffee,SA612K5
2023-10-01,Colorado Springs - Garden of the Gods,Colorado,West,Micro Market,3_Co,Columbian,Coffee,OO809WN
2023-01-01,Aurora - Southlands,Colorado,West,Small Market,3_Co,Columbian,Coffee,OR8014W
2023-04-01,Aurora - Southlands,Colorado,West,Small Market,3_Co,Columbian,Coffee,NC855VB
2023-07-01,Aurora - Southlands,Colorado,West,Micro Market,3_Co,Columbian,Coffee,HS615C5
2023-10-01,Aurora - Southlands,Colorado,West,Small Market,3_Co,Columbian,Coffee,FQ753QW
2023-01-01,Fort Collins - Old Town Square,Colorado,West,Micro Market,3_Co,Columbian,Coffee,ZA488SD
2023-04-01,Fort Collins - Old Town Square,Colorado,West,Small Market,3_Co,Columbian,Coffee,DE929YK
2023-07-01,Fort Collins - Old Town Square,Colorado,West,Medium Market,3_Co,Columbian,Coffee,HR478M7
2023-10-01,Fort Collins - Old Town Square,Colorado,West,Small Market,3_Co,Columbian,Coffee,GX375H1
2023-01-01,Lakewood - Belmar,Colorado,West,,3_Co,Columbian,Coffee,WS95949
2023-04-01,Lakewood - Belmar,Colorado,West,Micro Market,3_Co,Columbian,Coffee,NU3475V
2023-07-01,Lakewood - Belmar,Colorado,West,Medium Market,3_Co,Columbian,Coffee,BG470UR
2023-10-01,Lakewood - Belmar,Colorado,,Small Market,3_Co,Columbian,Coffee,XZ070EM
2023-01-01,Thornton - Carpenter Park,Colorado,West,Small Market,3_Co,Columbian,Coffee,SB078US
2023-04-01,Thornton - Carpenter Park,Colorado,West,Small Market,3_Co,,Coffee,NI996JW
2023-07-01,Thornton - Carpenter Park,Colorado,West,Big Market,3_Co,Columbian,Coffee,DI47387
2023-10-01,Thornton - Carpenter Park,Colorado,West,Big Market,3_Co,Columbian,Coffee,PQ547WE
2023-01-01,Arvada - Olde Town,Colorado,West,Small Market,3_Co,Columbian,Coffee,KD743RP
2023-04-01,Arvada - Olde Town,Colorado,West,Small Market,3_Co,Columbian,Coffee,PT289GP
2023-07-01,Arvada - Olde Town,Colorado,West,Small Market,3_Co,Columbian,Coffee,SO406AG
2023-10-01,Arvada - Olde Town,Colorado,West,,3_Co,Columbian,Coffee,CW234WS
2023-01-01,Westminster - Westminster Promenade,Colorado,West,Small Market,3_Co,Columbian,Coffee,AB507HN
2023-04-01,Westminster - Westminster Promenade,Colorado,West,Small Market,3_Co,Columbian,,OC616OG
2023-07-01,Westminster - Westminster Promenade,Colorado,,Small Market,3_Co,Columbian,Coffee,YQ834PT
2023-10-01,Westminster - Westminster Promenade,Colorado,West,Small Market,3_Co,Columbian,Coffee,XT482NQ
2023-01-01,Centennial - The Streets at SouthGlenn,Colorado,West,Micro Market,3_Co,,Coffee,DT201XV
2023-04-01,Centennial - The Streets at SouthGlenn,Colorado,West,Micro Market,3_Co,Columbian,Coffee,EX5236H
2023-07-01,Centennial - The Streets at SouthGlenn,Colorado,West,Small Market,3_Co,Columbian,Coffee,CY185NW
2023-10-01,Centennial - The Streets at SouthGlenn,,West,Small Market,3_Co,Columbian,Coffee,MA343WB
2023-01-01,Boulder - Pearl Street Mall,Colorado,West,Small Market,3_Co,Columbian,Coffee,UM566C4
2023-04-01,Boulder - Pearl Street Mall,Colorado,West,Small Market,3_Co,Columbian,,BK824HQ
2023-07-01,Boulder - Pearl Street Mall,Colorado,West,Micro Market,3_Co,Columbian,Coffee,NS505I6
2023-10-01,Boulder - Pearl Street Mall,Colorado,West,Small Market,3_Co,Columbian,Coffee,IP263V6
2023-01-01,Greeley - Centennial Village Museum,Colorado,West,Small Market,3_Co,Columbian,Coffee,OB441YU
2023-04-01,Greeley - Centennial Village Museum,Colorado,,,3_Co,Columbian,Coffee,MT383X3
2023-07-01,Greeley - Centennial Village Museum,Colorado,West,Big Market,3_Co,Columbian,Coffee,QM5364B
2023-10-01,Greeley - Centennial Village Museum,Colorado,West,Small Market,3_Co,Columbian,Coffee,DG754QT
2023-01-01,Longmont - Downtown Longmont,Colorado,West,Small Market,3_Co,Columbian,Coffee,XD669YB
2023-04-01,Longmont - Downtown Longmont,Colorado,,Big Market,3_Co,Columbian,Coffee,QC800J5
2023-07-01,Longmont - Downtown Longmont,Colorado,West,Medium Market,3_Co,Columbian,Coffee,CV427W8
2023-10-01,Longmont - Downtown Longmont,Colorado,West,Medium Market,3_Co,Columbian,Coffee,FT74076
2023-01-01,Loveland - Benson Sculpture Garden,Colorado,West,Micro Market,3_Co,Columbian,Coffee,UF079GY
2023-04-01,Loveland - Benson Sculpture Garden,Colorado,West,Micro Market,3_Co,Columbian,,DY680SL
2023-07-01,Loveland - Benson Sculpture Garden,Colorado,West,Micro Market,3_Co,Columbian,,ZT312YA
2023-10-01,Loveland - Benson Sculpture Garden,Colorado,West,Big Market,3_Co,Columbian,Coffee,SC266CF
2023-01-01,Broomfield - 1stBank Center,,West,Small Market,3_Co,Columbian,Coffee,JG727KL
2023-04-01,Broomfield - 1stBank Center,Colorado,West,Small Market,3_Co,Columbian,Coffee,EA458ID
2023-07-01,Broomfield - 1stBank Center,Colorado,West,Small Market,3_Co,Columbian,Coffee,WW723JY
2023-10-01,Broomfield - 1stBank Center,Colorado,West,Small Market,3_Co,Columbian,Coffee,IL425IT
2023-01-01,Grand Junction - Historic Street,Colorado,West,Small Market,3_Co,Columbian,Coffee,CH924WP
2023-04-01,Grand Junction - Historic Street,Colorado,West,Small Market,3_Co,Columbian,Coffee,HP9737Y
2023-07-01,Grand Junction - Historic Street,Colorado,,Medium Market,3_Co,,Coffee,NW5176B
2023-10-01,Grand Junction - Historic Street,Colorado,West,Small Market,3_Co,Columbian,Coffee,VV738L6
2023-01-01,Pueblo - Union Avenue Historic District,Colorado,West,Irrelevant Market,3_Co,Columbian,Coffee,MQ351IQ
2023-04-01,Pueblo - Union Avenue Historic District,Colorado,West,Big Market,3_Co,Columbian,Coffee,EJ868NR
2023-07-01,Pueblo - Union Avenue Historic District,Colorado,,Medium Market,3_Co,Columbian,,TF548PV
2023-10-01,Pueblo - Union Avenue Historic District,Colorado,,Small Market,3_Co,Columbian,Coffee,IE869H6
2023-01-01,Castle Rock - The Outlets at Castle Rock,,,Medium Market,3_Co,Columbian,,UK925WX
2023-04-01,Castle Rock - The Outlets at Castle Rock,Colorado,West,Big Market,3_Co,Columbian,,BS317C7
2023-07-01,Castle Rock - The Outlets at Castle Rock,Colorado,West,Small Market,3_Co,Columbian,Coffee,VG423XF
2023-10-01,Castle Rock - The Outlets at Castle Rock,Colorado,West,Big Market,3_Co,Columbian,Coffee,IP015I5
2023-01-01,Commerce City - Dicks Sporting Goods Park,Colorado,West,Micro Market,3_Co,Columbian,Coffee,LB2006R
2023-04-01,Commerce City - Dicks Sporting Goods Park,Colorado,West,Big Market,3_Co,Columbian,Coffee,AA9952A
2023-07-01,Commerce City - Dicks Sporting Goods Park,Colorado,West,Big Market,3_Co,,Coffee,UN832IR
2023-10-01,Commerce City - Dicks Sporting Goods Park,Colorado,West,Small Market,3_Co,Columbian,Coffee,XL964SC
2023-01-01,Parker - Mainstreet,Colorado,West,Medium Market,3_Co,Columbian,Coffee,WV936KE
2023-04-01,Parker - Mainstreet,Colorado,West,Big Market,3_Co,Columbian,Coffee,WZ689SM
2023-07-01,Parker - Mainstreet,Colorado,West,Micro Market,3_Co,Columbian,Coffee,LR044JM
2023-10-01,Parker - Mainstreet,,West,Small Market,3_Co,Columbian,Coffee,AF668EW
2023-01-01,Littleton - Historic Downtown Littleton,Colorado,West,Micro Market,3_Co,Columbian,Coffee,SC464NV
2023-04-01,Littleton - Historic Downtown Littleton,Colorado,West,Small Market,3_Co,Columbian,Coffee,CX475IQ
2023-07-01,Littleton - Historic Downtown Littleton,Colorado,,Big Market,3_Co,Columbian,Coffee,RO241AD
2023-10-01,Littleton - Historic Downtown Littleton,Colorado,West,Small Market,3_Co,Columbian,Coffee,IT7124F
2023-01-01,Brighton - Historic Downtown Brighton,Colorado,West,Irrelevant Market,3_Co,Columbian,Coffee,LJ017ON
2023-04-01,Brighton - Historic Downtown Brighton,Colorado,West,Big Market,3_Co,Columbian,Coffee,IW131HK
2023-07-01,Brighton - Historic Downtown Brighton,Colorado,,Micro Market,3_Co,Columbian,Coffee,YU182Y4
2023-10-01,Brighton - Historic Downtown Brighton,Colorado,West,,3_Co,Columbian,Coffee,AF491XK
2023-01-01,Englewood - CityCenter Englewood,Colorado,West,Small Market,3_Co,Columbian,Coffee,IX956D7
2023-04-01,Englewood - CityCenter Englewood,Colorado,West,Small Market,3_Co,Columbian,Coffee,VO433I0
2023-07-01,Englewood - CityCenter Englewood,Colorado,West,Big Market,3_Co,Columbian,Coffee,WG748Q6
2023-10-01,Englewood - CityCenter Englewood,Colorado,West,Medium Market,3_Co,Columbian,Coffee,SS191HY
2023-01-01,Wheat Ridge - Ridge at 38,Colorado,West,,3_Co,Columbian,Coffee,WD457H9
2023-04-01,Wheat Ridge - Ridge at 38,Colorado,West,Small Market,3_Co,Columbian,Coffee,TM6705U
2023-07-01,Wheat Ridge - Ridge at 38,Colorado,West,Medium Market,3_Co,Columbian,Coffee,KJ39157
2023-10-01,Wheat Ridge - Ridge at 38,Colorado,West,,3_Co,Columbian,Coffee,EF004GO
2023-01-01,Lafayette - Public Road,Colorado,West,Small Market,3_Co,Columbian,Coffee,DN6042Y
2023-04-01,Lafayette - Public Road,Colorado,West,Big Market,3_Co,Columbian,Coffee,KM15795
2023-07-01,Lafayette - Public Road,Colorado,West,Small Market,3_Co,Columbian,Coffee,JN3505T
2023-10-01,Lafayette - Public Road,Colorado,West,Micro Market,3_Co,Columbian,Coffee,QN338Y8
2023-01-01,Windsor - Boardwalk Park,Colorado,West,Micro Market,3_Co,Columbian,Coffee,GK836H8
2023-04-01,Windsor - Boardwalk Park,Colorado,,,3_Co,Columbian,Coffee,IM306EV
2023-07-01,Windsor - Boardwalk Park,Colorado,West,,3_Co,Columbian,Coffee,RP412DF
2023-10-01,Windsor - Boardwalk Park,Colorado,West,Small Market,3_Co,Columbian,Coffee,YG613SE
2023-01-01,Erie - Briggs Street,Colorado,West,,3_Co,Columbian,Coffee,RW885IM
2023-04-01,Erie - Briggs Street,,West,Medium Market,3_Co,Columbian,Coffee,EQ059ZP
2023-07-01,Erie - Briggs Street,Colorado,West,Small Market,3_Co,Columbian,Coffee,OH160SH
2023-10-01,Erie - Briggs Street,Colorado,West,Small Market,3_Co,Columbian,Coffee,QH512RK
2023-01-01,Louisville - Main Street,Colorado,West,Small Market,3_Co,Columbian,Coffee,TQ490U8
2023-04-01,Louisville - Main Street,Colorado,West,Small Market,3_Co,Columbian,Coffee,AT148RD
2023-07-01,Louisville - Main Street,Colorado,West,Medium Market,3_Co,Columbian,Coffee,QG673C0
2023-10-01,Louisville - Main Street,Colorado,West,Micro Market,3_Co,,Coffee,WU1631C
2023-01-01,Golden - Washington Avenue,Colorado,West,,3_Co,Columbian,Coffee,SL124TF
2023-04-01,Golden - Washington Avenue,Colorado,West,Small Market,3_Co,Columbian,Coffee,VY358AH
2023-07-01,Golden - Washington Avenue,Colorado,West,Small Market,3_Co,Columbian,Coffee,GS13061
2023-10-01,Golden - Washington Avenue,Colorado,West,Small Market,3_Co,Columbian,Coffee,IT2487I
2023-01-01,Durango - Historic Downtown Durango,Colorado,West,,3_Co,Columbian,Coffee,XW693YL
2023-04-01,Durango - Historic Downtown Durango,Colorado,West,Micro Market,3_Co,Columbian,Coffee,NA080M6
2023-07-01,Durango - Historic Downtown Durango,Colorado,West,Medium Market,3_Co,Columbian,Coffee,ZV824AV
2023-10-01,Durango - Historic Downtown Durango,Colorado,West,Medium Market,3_Co,Columbian,Coffee,KS224ND
2023-01-01,Montrose - Historic Downtown Montrose,Colorado,West,Big Market,3_Co,Columbian,Coffee,TF882VS
2023-04-01,Montrose - Historic Downtown Montrose,Colorado,West,Micro Market,3_Co,Columbian,Coffee,LA26851
2023-07-01,Montrose - Historic Downtown Montrose,Colorado,West,Medium Market,3_Co,Columbian,Coffee,KV655IY
2023-10-01,Montrose - Historic Downtown Montrose,Colorado,West,Small Market,3_Co,Columbian,Coffee,DN749KP
2023-01-01,Canon City - Main Street,Colorado,West,Irrelevant Market,3_Co,Columbian,Coffee,TV240R1
2023-04-01,Canon City - Main Street,Colorado,West,Medium Market,3_Co,Columbian,Coffee,YY071QD
2023-07-01,Canon City - Main Street,Colorado,West,Medium Market,3_Co,Columbian,,GF606HO
2023-10-01,Canon City - Main Street,Colorado,West,Small Market,3_Co,Columbian,Coffee,BQ31856
2023-01-01,Greenwood Village - Landmark,Colorado,,Medium Market,3_Co,Columbian,Coffee,ON091BE
2023-04-01,Greenwood Village - Landmark,Colorado,West,Medium Market,3_Co,Columbian,Coffee,VY073SS
2023-07-01,Greenwood Village - Landmark,Colorado,West,Micro Market,3_Co,Columbian,Coffee,OH627V9
